,tracks,playlist,danceability,acousticness,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,analysis,Add
82,2AG3cLGb2xSeeLptEy03jL,0,0.748,0.158,301200,0.691,3.84e-05,9,0.12,-8.096,1,0.0337,100.00200000000001,4,0.6890000000000001,"AudioFeatures with fields:
  acousticness = 0.158
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/2AG3cLGb2xS...'
  danceability = 0.748
  duration_ms = 301200
  energy = 0.691
  id = '2AG3cLGb2xSeeLptEy03jL'
  instrumentalness = 3.84e-05
  key = 9
  liveness = 0.12
  loudness = -8.096
  mode = 1
  speechiness = 0.0337
  tempo = 100.002
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/2AG3cLGb2xSeeLptEy03jL'
  type = 'audio_features'
  uri = 'spotify:track:2AG3cLGb2xSeeLptEy03jL'
  valence = 0.689",True
83,4I62FSgKZ9ucNajFmAu93G,0,0.787,0.474,271475,0.6990000000000001,0.0,2,0.0989,-4.364,0,0.0345,122.03200000000001,4,0.5529999999999999,"AudioFeatures with fields:
  acousticness = 0.474
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4I62FSgKZ9u...'
  danceability = 0.787
  duration_ms = 271475
  energy = 0.699
  id = '4I62FSgKZ9ucNajFmAu93G'
  instrumentalness = 0
  key = 2
  liveness = 0.0989
  loudness = -4.364
  mode = 0
  speechiness = 0.0345
  tempo = 122.032
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4I62FSgKZ9ucNajFmAu93G'
  type = 'audio_features'
  uri = 'spotify:track:4I62FSgKZ9ucNajFmAu93G'
  valence = 0.553",False
84,0fHPR4JZNbqs7OsFdYaLja,0,0.581,0.469,183758,0.535,0.000152,4,0.109,-7.4270000000000005,0,0.0712,169.748,4,0.622,"AudioFeatures with fields:
  acousticness = 0.469
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0fHPR4JZNbq...'
  danceability = 0.581
  duration_ms = 183758
  energy = 0.535
  id = '0fHPR4JZNbqs7OsFdYaLja'
  instrumentalness = 0.000152
  key = 4
  liveness = 0.109
  loudness = -7.427
  mode = 0
  speechiness = 0.0712
  tempo = 169.748
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0fHPR4JZNbqs7OsFdYaLja'
  type = 'audio_features'
  uri = 'spotify:track:0fHPR4JZNbqs7OsFdYaLja'
  valence = 0.622",False
85,7nWjhK79l5g6yocZvlvLOB,0,0.58,0.5760000000000001,278605,0.655,0.0,5,0.11,-7.96,0,0.095,163.987,4,0.45299999999999996,"AudioFeatures with fields:
  acousticness = 0.576
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7nWjhK79l5g...'
  danceability = 0.58
  duration_ms = 278605
  energy = 0.655
  id = '7nWjhK79l5g6yocZvlvLOB'
  instrumentalness = 0
  key = 5
  liveness = 0.11
  loudness = -7.96
  mode = 0
  speechiness = 0.095
  tempo = 163.987
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7nWjhK79l5g6yocZvlvLOB'
  type = 'audio_features'
  uri = 'spotify:track:7nWjhK79l5g6yocZvlvLOB'
  valence = 0.453",False
86,3IzQc4KEAFd8lIc90X7FZr,0,0.71,0.0728,253161,0.8009999999999999,0.0,7,0.0744,-4.845,1,0.0896,145.102,4,0.845,"AudioFeatures with fields:
  acousticness = 0.0728
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3IzQc4KEAFd...'
  danceability = 0.71
  duration_ms = 253161
  energy = 0.801
  id = '3IzQc4KEAFd8lIc90X7FZr'
  instrumentalness = 0
  key = 7
  liveness = 0.0744
  loudness = -4.845
  mode = 1
  speechiness = 0.0896
  tempo = 145.102
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3IzQc4KEAFd8lIc90X7FZr'
  type = 'audio_features'
  uri = 'spotify:track:3IzQc4KEAFd8lIc90X7FZr'
  valence = 0.845",True
87,6p56DuuwZQYSNgeB7fgRkZ,0,0.688,0.0811,260552,0.941,2.89e-06,6,0.0697,-5.23,0,0.0583,138.047,4,0.909,"AudioFeatures with fields:
  acousticness = 0.0811
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6p56DuuwZQY...'
  danceability = 0.688
  duration_ms = 260552
  energy = 0.941
  id = '6p56DuuwZQYSNgeB7fgRkZ'
  instrumentalness = 2.89e-06
  key = 6
  liveness = 0.0697
  loudness = -5.23
  mode = 0
  speechiness = 0.0583
  tempo = 138.047
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6p56DuuwZQYSNgeB7fgRkZ'
  type = 'audio_features'
  uri = 'spotify:track:6p56DuuwZQYSNgeB7fgRkZ'
  valence = 0.909",True
88,0OgazYID6CUlSeiAoeuf5B,0,0.858,0.0727,218915,0.7859999999999999,5.92e-06,1,0.0539,-4.359,0,0.0495,95.00200000000001,4,0.511,"AudioFeatures with fields:
  acousticness = 0.0727
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0OgazYID6CU...'
  danceability = 0.858
  duration_ms = 218915
  energy = 0.786
  id = '0OgazYID6CUlSeiAoeuf5B'
  instrumentalness = 5.92e-06
  key = 1
  liveness = 0.0539
  loudness = -4.359
  mode = 0
  speechiness = 0.0495
  tempo = 95.002
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0OgazYID6CUlSeiAoeuf5B'
  type = 'audio_features'
  uri = 'spotify:track:0OgazYID6CUlSeiAoeuf5B'
  valence = 0.511",True
89,33MRflfqFcAbUb4yk1ucoi,0,0.6970000000000001,0.0997,255000,0.5920000000000001,0.00116,6,0.0953,-9.577,1,0.0336,143.985,4,0.775,"AudioFeatures with fields:
  acousticness = 0.0997
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/33MRflfqFcA...'
  danceability = 0.697
  duration_ms = 255000
  energy = 0.592
  id = '33MRflfqFcAbUb4yk1ucoi'
  instrumentalness = 0.00116
  key = 6
  liveness = 0.0953
  loudness = -9.577
  mode = 1
  speechiness = 0.0336
  tempo = 143.985
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/33MRflfqFcAbUb4yk1ucoi'
  type = 'audio_features'
  uri = 'spotify:track:33MRflfqFcAbUb4yk1ucoi'
  valence = 0.775",False
90,4tXg2q6DtS1svfbdowmXql,0,0.688,0.33399999999999996,263027,0.509,0.0,2,0.3,-8.517000000000001,1,0.0495,89.995,4,0.447,"AudioFeatures with fields:
  acousticness = 0.334
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4tXg2q6DtS1...'
  danceability = 0.688
  duration_ms = 263027
  energy = 0.509
  id = '4tXg2q6DtS1svfbdowmXql'
  instrumentalness = 0
  key = 2
  liveness = 0.3
  loudness = -8.517
  mode = 1
  speechiness = 0.0495
  tempo = 89.995
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4tXg2q6DtS1svfbdowmXql'
  type = 'audio_features'
  uri = 'spotify:track:4tXg2q6DtS1svfbdowmXql'
  valence = 0.447",True
91,5QtQFSdyZEl0w4iDxAyv76,0,0.648,0.436,322250,0.711,0.0,4,0.121,-6.216,1,0.0304,119.935,4,0.33,"AudioFeatures with fields:
  acousticness = 0.436
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5QtQFSdyZEl...'
  danceability = 0.648
  duration_ms = 322250
  energy = 0.711
  id = '5QtQFSdyZEl0w4iDxAyv76'
  instrumentalness = 0
  key = 4
  liveness = 0.121
  loudness = -6.216
  mode = 1
  speechiness = 0.0304
  tempo = 119.935
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5QtQFSdyZEl0w4iDxAyv76'
  type = 'audio_features'
  uri = 'spotify:track:5QtQFSdyZEl0w4iDxAyv76'
  valence = 0.33",True
92,1FSYDJAlyHAabWhiGgYfDq,0,0.521,0.0593,4581483,0.8370000000000001,1.28e-05,7,0.157,-4.501,1,0.0794,106.001,4,0.48,"AudioFeatures with fields:
  acousticness = 0.0593
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/1FSYDJAlyHA...'
  danceability = 0.521
  duration_ms = 4581483
  energy = 0.837
  id = '1FSYDJAlyHAabWhiGgYfDq'
  instrumentalness = 1.28e-05
  key = 7
  liveness = 0.157
  loudness = -4.501
  mode = 1
  speechiness = 0.0794
  tempo = 106.001
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/1FSYDJAlyHAabWhiGgYfDq'
  type = 'audio_features'
  uri = 'spotify:track:1FSYDJAlyHAabWhiGgYfDq'
  valence = 0.48",True
93,1HobaVS51OdBZqNmqt1TX7,0,0.7509999999999999,0.43700000000000006,246000,0.5710000000000001,5.9999999999999995e-05,2,0.35700000000000004,-7.829,1,0.23600000000000002,78.99600000000001,4,0.5710000000000001,"AudioFeatures with fields:
  acousticness = 0.437
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/1HobaVS51Od...'
  danceability = 0.751
  duration_ms = 246000
  energy = 0.571
  id = '1HobaVS51OdBZqNmqt1TX7'
  instrumentalness = 6e-05
  key = 2
  liveness = 0.357
  loudness = -7.829
  mode = 1
  speechiness = 0.236
  tempo = 78.996
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/1HobaVS51OdBZqNmqt1TX7'
  type = 'audio_features'
  uri = 'spotify:track:1HobaVS51OdBZqNmqt1TX7'
  valence = 0.571",True
94,2mzn1j4SQYXj1AFiK9fwtM,0,0.631,0.21600000000000003,296220,0.5820000000000001,0.0,11,0.17,-9.367,0,0.0536,159.959,4,0.493,"AudioFeatures with fields:
  acousticness = 0.216
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/2mzn1j4SQYX...'
  danceability = 0.631
  duration_ms = 296220
  energy = 0.582
  id = '2mzn1j4SQYXj1AFiK9fwtM'
  instrumentalness = 0
  key = 11
  liveness = 0.17
  loudness = -9.367
  mode = 0
  speechiness = 0.0536
  tempo = 159.959
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/2mzn1j4SQYXj1AFiK9fwtM'
  type = 'audio_features'
  uri = 'spotify:track:2mzn1j4SQYXj1AFiK9fwtM'
  valence = 0.493",True
95,4HDzsx1dJKbuL0YkffBuBm,0,0.628,0.39399999999999996,315213,0.551,0.0,0,0.17800000000000002,-6.841,0,0.0612,136.899,4,0.385,"AudioFeatures with fields:
  acousticness = 0.394
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4HDzsx1dJKb...'
  danceability = 0.628
  duration_ms = 315213
  energy = 0.551
  id = '4HDzsx1dJKbuL0YkffBuBm'
  instrumentalness = 0
  key = 0
  liveness = 0.178
  loudness = -6.841
  mode = 0
  speechiness = 0.0612
  tempo = 136.899
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4HDzsx1dJKbuL0YkffBuBm'
  type = 'audio_features'
  uri = 'spotify:track:4HDzsx1dJKbuL0YkffBuBm'
  valence = 0.385",False
96,4AkXSSWcmuAgEonvYBwnII,0,0.478,0.159,435493,0.187,0.0,3,0.0958,-13.885,1,0.0326,100.006,4,0.37,"AudioFeatures with fields:
  acousticness = 0.159
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4AkXSSWcmuA...'
  danceability = 0.478
  duration_ms = 435493
  energy = 0.187
  id = '4AkXSSWcmuAgEonvYBwnII'
  instrumentalness = 0
  key = 3
  liveness = 0.0958
  loudness = -13.885
  mode = 1
  speechiness = 0.0326
  tempo = 100.006
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4AkXSSWcmuAgEonvYBwnII'
  type = 'audio_features'
  uri = 'spotify:track:4AkXSSWcmuAgEonvYBwnII'
  valence = 0.37",False
97,4xd8fO9NUlWWrEH2dTo3ma,0,0.7090000000000001,0.256,283347,0.528,0.0018899999999999998,7,0.11199999999999999,-7.428999999999999,0,0.0309,91.999,4,0.649,"AudioFeatures with fields:
  acousticness = 0.256
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4xd8fO9NUlW...'
  danceability = 0.709
  duration_ms = 283347
  energy = 0.528
  id = '4xd8fO9NUlWWrEH2dTo3ma'
  instrumentalness = 0.00189
  key = 7
  liveness = 0.112
  loudness = -7.429
  mode = 0
  speechiness = 0.0309
  tempo = 91.999
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4xd8fO9NUlWWrEH2dTo3ma'
  type = 'audio_features'
  uri = 'spotify:track:4xd8fO9NUlWWrEH2dTo3ma'
  valence = 0.649",False
98,7DonyrUlcVcrtk28mqvWNL,0,0.705,0.0483,320000,0.6779999999999999,7.01e-05,4,0.496,-8.644,0,0.0415,120.042,4,0.691,"AudioFeatures with fields:
  acousticness = 0.0483
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7DonyrUlcVc...'
  danceability = 0.705
  duration_ms = 320000
  energy = 0.678
  id = '7DonyrUlcVcrtk28mqvWNL'
  instrumentalness = 7.01e-05
  key = 4
  liveness = 0.496
  loudness = -8.644
  mode = 0
  speechiness = 0.0415
  tempo = 120.042
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7DonyrUlcVcrtk28mqvWNL'
  type = 'audio_features'
  uri = 'spotify:track:7DonyrUlcVcrtk28mqvWNL'
  valence = 0.691",True
99,44O26Gv1wQrlUj14PpTolM,0,0.691,0.0495,247382,0.7959999999999999,0.0,7,0.33299999999999996,-4.7780000000000005,1,0.0387,127.985,4,0.541,"AudioFeatures with fields:
  acousticness = 0.0495
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/44O26Gv1wQr...'
  danceability = 0.691
  duration_ms = 247382
  energy = 0.796
  id = '44O26Gv1wQrlUj14PpTolM'
  instrumentalness = 0
  key = 7
  liveness = 0.333
  loudness = -4.778
  mode = 1
  speechiness = 0.0387
  tempo = 127.985
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/44O26Gv1wQrlUj14PpTolM'
  type = 'audio_features'
  uri = 'spotify:track:44O26Gv1wQrlUj14PpTolM'
  valence = 0.541",True
100,2XLRTrJ9cVTIp3fv1zNCSJ,0,0.531,0.182,193026,0.652,0.0,4,0.0574,-5.881,1,0.0479,104.686,3,0.838,"AudioFeatures with fields:
  acousticness = 0.182
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/2XLRTrJ9cVT...'
  danceability = 0.531
  duration_ms = 193026
  energy = 0.652
  id = '2XLRTrJ9cVTIp3fv1zNCSJ'
  instrumentalness = 0
  key = 4
  liveness = 0.0574
  loudness = -5.881
  mode = 1
  speechiness = 0.0479
  tempo = 104.686
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/2XLRTrJ9cVTIp3fv1zNCSJ'
  type = 'audio_features'
  uri = 'spotify:track:2XLRTrJ9cVTIp3fv1zNCSJ'
  valence = 0.838",True
101,38uWiiaOVsaZNarFJONJhf,0,0.7929999999999999,0.386,241736,0.6579999999999999,2.97e-06,4,0.0778,-9.102,0,0.418,90.973,4,0.805,"AudioFeatures with fields:
  acousticness = 0.386
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/38uWiiaOVsa...'
  danceability = 0.793
  duration_ms = 241736
  energy = 0.658
  id = '38uWiiaOVsaZNarFJONJhf'
  instrumentalness = 2.97e-06
  key = 4
  liveness = 0.0778
  loudness = -9.102
  mode = 0
  speechiness = 0.418
  tempo = 90.973
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/38uWiiaOVsaZNarFJONJhf'
  type = 'audio_features'
  uri = 'spotify:track:38uWiiaOVsaZNarFJONJhf'
  valence = 0.805",True
102,4g9VvOS1WpFp2FZVSzvIZA,0,0.754,0.115,413425,0.517,1.87e-06,7,0.109,-9.557,1,0.0283,104.015,4,0.29600000000000004,"AudioFeatures with fields:
  acousticness = 0.115
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4g9VvOS1WpF...'
  danceability = 0.754
  duration_ms = 413425
  energy = 0.517
  id = '4g9VvOS1WpFp2FZVSzvIZA'
  instrumentalness = 1.87e-06
  key = 7
  liveness = 0.109
  loudness = -9.557
  mode = 1
  speechiness = 0.0283
  tempo = 104.015
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4g9VvOS1WpFp2FZVSzvIZA'
  type = 'audio_features'
  uri = 'spotify:track:4g9VvOS1WpFp2FZVSzvIZA'
  valence = 0.296",False
103,6F5vMCbFmSu7c1Nquv5u89,0,0.737,0.67,268473,0.725,0.0,0,0.111,-7.224,0,0.038,95.037,4,0.503,"AudioFeatures with fields:
  acousticness = 0.67
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6F5vMCbFmSu...'
  danceability = 0.737
  duration_ms = 268473
  energy = 0.725
  id = '6F5vMCbFmSu7c1Nquv5u89'
  instrumentalness = 0
  key = 0
  liveness = 0.111
  loudness = -7.224
  mode = 0
  speechiness = 0.038
  tempo = 95.037
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6F5vMCbFmSu7c1Nquv5u89'
  type = 'audio_features'
  uri = 'spotify:track:6F5vMCbFmSu7c1Nquv5u89'
  valence = 0.503",True
104,102YVYHLNfgkfQP3qvDqsD,0,0.6940000000000001,0.324,300373,0.695,0.0,4,0.177,-5.035,0,0.0276,120.057,4,0.6679999999999999,"AudioFeatures with fields:
  acousticness = 0.324
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/102YVYHLNfg...'
  danceability = 0.694
  duration_ms = 300373
  energy = 0.695
  id = '102YVYHLNfgkfQP3qvDqsD'
  instrumentalness = 0
  key = 4
  liveness = 0.177
  loudness = -5.035
  mode = 0
  speechiness = 0.0276
  tempo = 120.057
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/102YVYHLNfgkfQP3qvDqsD'
  type = 'audio_features'
  uri = 'spotify:track:102YVYHLNfgkfQP3qvDqsD'
  valence = 0.668",True
105,3QjFIgGhcrPS4VjkIYOddf,0,0.5710000000000001,0.502,274989,0.544,0.0,1,0.0617,-6.555,0,0.0507,129.869,4,0.375,"AudioFeatures with fields:
  acousticness = 0.502
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3QjFIgGhcrP...'
  danceability = 0.571
  duration_ms = 274989
  energy = 0.544
  id = '3QjFIgGhcrPS4VjkIYOddf'
  instrumentalness = 0
  key = 1
  liveness = 0.0617
  loudness = -6.555
  mode = 0
  speechiness = 0.0507
  tempo = 129.869
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3QjFIgGhcrPS4VjkIYOddf'
  type = 'audio_features'
  uri = 'spotify:track:3QjFIgGhcrPS4VjkIYOddf'
  valence = 0.375",False
106,0YlTpxxuK01GUIrfxUuzG8,0,0.7090000000000001,0.579,230000,0.925,0.00040300000000000004,1,0.0789,-5.279,1,0.10099999999999999,112.48899999999999,3,0.723,"AudioFeatures with fields:
  acousticness = 0.579
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0YlTpxxuK01...'
  danceability = 0.709
  duration_ms = 230000
  energy = 0.925
  id = '0YlTpxxuK01GUIrfxUuzG8'
  instrumentalness = 0.000403
  key = 1
  liveness = 0.0789
  loudness = -5.279
  mode = 1
  speechiness = 0.101
  tempo = 112.489
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/0YlTpxxuK01GUIrfxUuzG8'
  type = 'audio_features'
  uri = 'spotify:track:0YlTpxxuK01GUIrfxUuzG8'
  valence = 0.723",True
107,09gF0NaAEeO7PDi72EU8lr,0,0.736,0.138,243521,0.8759999999999999,0.0,9,0.11800000000000001,-3.623,0,0.127,127.955,4,0.9309999999999999,"AudioFeatures with fields:
  acousticness = 0.138
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/09gF0NaAEeO...'
  danceability = 0.736
  duration_ms = 243521
  energy = 0.876
  id = '09gF0NaAEeO7PDi72EU8lr'
  instrumentalness = 0
  key = 9
  liveness = 0.118
  loudness = -3.623
  mode = 0
  speechiness = 0.127
  tempo = 127.955
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/09gF0NaAEeO7PDi72EU8lr'
  type = 'audio_features'
  uri = 'spotify:track:09gF0NaAEeO7PDi72EU8lr'
  valence = 0.931",True
108,0GA0aNiIW01u5Xd20UfCci,0,0.7090000000000001,0.631,250947,0.536,0.0297,0,0.107,-6.867000000000001,0,0.0462,130.004,4,0.23399999999999999,"AudioFeatures with fields:
  acousticness = 0.631
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0GA0aNiIW01...'
  danceability = 0.709
  duration_ms = 250947
  energy = 0.536
  id = '0GA0aNiIW01u5Xd20UfCci'
  instrumentalness = 0.0297
  key = 0
  liveness = 0.107
  loudness = -6.867
  mode = 0
  speechiness = 0.0462
  tempo = 130.004
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0GA0aNiIW01u5Xd20UfCci'
  type = 'audio_features'
  uri = 'spotify:track:0GA0aNiIW01u5Xd20UfCci'
  valence = 0.234",False
109,6FJamQryHRITSdGXQFsWyg,0,0.736,0.198,231167,0.76,0.0,0,0.121,-4.928999999999999,0,0.0533,90.044,4,0.491,"AudioFeatures with fields:
  acousticness = 0.198
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6FJamQryHRI...'
  danceability = 0.736
  duration_ms = 231167
  energy = 0.76
  id = '6FJamQryHRITSdGXQFsWyg'
  instrumentalness = 0
  key = 0
  liveness = 0.121
  loudness = -4.929
  mode = 0
  speechiness = 0.0533
  tempo = 90.044
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6FJamQryHRITSdGXQFsWyg'
  type = 'audio_features'
  uri = 'spotify:track:6FJamQryHRITSdGXQFsWyg'
  valence = 0.491",True
110,00DMv3gdOFGDBFZ0WuvtXn,0,0.589,0.6559999999999999,311127,0.34600000000000003,3.289999999999999e-05,7,0.131,-8.742,1,0.0302,114.84299999999999,4,0.54,"AudioFeatures with fields:
  acousticness = 0.656
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/00DMv3gdOFG...'
  danceability = 0.589
  duration_ms = 311127
  energy = 0.346
  id = '00DMv3gdOFGDBFZ0WuvtXn'
  instrumentalness = 3.29e-05
  key = 7
  liveness = 0.131
  loudness = -8.742
  mode = 1
  speechiness = 0.0302
  tempo = 114.843
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/00DMv3gdOFGDBFZ0WuvtXn'
  type = 'audio_features'
  uri = 'spotify:track:00DMv3gdOFGDBFZ0WuvtXn'
  valence = 0.54",False
111,0b4C8AiF7eVbZCNGFrx1rv,0,0.872,0.34700000000000003,209003,0.757,0.0,0,0.0483,-4.805,1,0.0782,123.007,4,0.8490000000000001,"AudioFeatures with fields:
  acousticness = 0.347
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0b4C8AiF7eV...'
  danceability = 0.872
  duration_ms = 209003
  energy = 0.757
  id = '0b4C8AiF7eVbZCNGFrx1rv'
  instrumentalness = 0
  key = 0
  liveness = 0.0483
  loudness = -4.805
  mode = 1
  speechiness = 0.0782
  tempo = 123.007
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0b4C8AiF7eVbZCNGFrx1rv'
  type = 'audio_features'
  uri = 'spotify:track:0b4C8AiF7eVbZCNGFrx1rv'
  valence = 0.849",True
112,6j8i9SWR1MG6XpwqxFhmJy,0,0.721,0.23800000000000002,289920,0.6829999999999999,8.08e-06,11,0.092,-6.577000000000001,0,0.0252,112.991,4,0.9009999999999999,"AudioFeatures with fields:
  acousticness = 0.238
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6j8i9SWR1MG...'
  danceability = 0.721
  duration_ms = 289920
  energy = 0.683
  id = '6j8i9SWR1MG6XpwqxFhmJy'
  instrumentalness = 8.08e-06
  key = 11
  liveness = 0.092
  loudness = -6.577
  mode = 0
  speechiness = 0.0252
  tempo = 112.991
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6j8i9SWR1MG6XpwqxFhmJy'
  type = 'audio_features'
  uri = 'spotify:track:6j8i9SWR1MG6XpwqxFhmJy'
  valence = 0.901",True
113,6LgkoexFvjZ5V9qG8mYV3l,0,0.64,0.42700000000000005,358627,0.39899999999999997,0.00247,1,0.381,-16.303,0,0.0391,87.97200000000001,4,0.579,"AudioFeatures with fields:
  acousticness = 0.427
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6LgkoexFvjZ...'
  danceability = 0.64
  duration_ms = 358627
  energy = 0.399
  id = '6LgkoexFvjZ5V9qG8mYV3l'
  instrumentalness = 0.00247
  key = 1
  liveness = 0.381
  loudness = -16.303
  mode = 0
  speechiness = 0.0391
  tempo = 87.972
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6LgkoexFvjZ5V9qG8mYV3l'
  type = 'audio_features'
  uri = 'spotify:track:6LgkoexFvjZ5V9qG8mYV3l'
  valence = 0.579",True
114,2kW6AMK99mnEO6X01r2E3T,0,0.575,0.848,260992,0.29600000000000004,1.19e-06,7,0.209,-9.379,1,0.0257,97.902,4,0.502,"AudioFeatures with fields:
  acousticness = 0.848
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/2kW6AMK99mn...'
  danceability = 0.575
  duration_ms = 260992
  energy = 0.296
  id = '2kW6AMK99mnEO6X01r2E3T'
  instrumentalness = 1.19e-06
  key = 7
  liveness = 0.209
  loudness = -9.379
  mode = 1
  speechiness = 0.0257
  tempo = 97.902
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/2kW6AMK99mnEO6X01r2E3T'
  type = 'audio_features'
  uri = 'spotify:track:2kW6AMK99mnEO6X01r2E3T'
  valence = 0.502",False
115,06C4aDyALOiM3Bd0rFyRs5,0,0.597,0.391,81417,0.7879999999999999,0.0132,1,0.0495,-6.04,1,0.0752,129.83700000000002,4,0.765,"AudioFeatures with fields:
  acousticness = 0.391
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/06C4aDyALOi...'
  danceability = 0.597
  duration_ms = 81417
  energy = 0.788
  id = '06C4aDyALOiM3Bd0rFyRs5'
  instrumentalness = 0.0132
  key = 1
  liveness = 0.0495
  loudness = -6.04
  mode = 1
  speechiness = 0.0752
  tempo = 129.837
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/06C4aDyALOiM3Bd0rFyRs5'
  type = 'audio_features'
  uri = 'spotify:track:06C4aDyALOiM3Bd0rFyRs5'
  valence = 0.765",True
116,3Uv8BQFN3bQfhkregyMbnx,0,0.693,0.34299999999999997,452833,0.797,0.00125,6,0.0673,-7.392,0,0.0704,90.99700000000001,4,0.706,"AudioFeatures with fields:
  acousticness = 0.343
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3Uv8BQFN3bQ...'
  danceability = 0.693
  duration_ms = 452833
  energy = 0.797
  id = '3Uv8BQFN3bQfhkregyMbnx'
  instrumentalness = 0.00125
  key = 6
  liveness = 0.0673
  loudness = -7.392
  mode = 0
  speechiness = 0.0704
  tempo = 90.997
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3Uv8BQFN3bQfhkregyMbnx'
  type = 'audio_features'
  uri = 'spotify:track:3Uv8BQFN3bQfhkregyMbnx'
  valence = 0.706",True
