playlist,danceability,acousticness,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,analysis,like
Dont,0.644,0.335,266514,0.688,0.0,0,0.11,-3.98,0,0.109,119.716,4,0.506,"AudioFeatures with fields:
  acousticness = 0.335
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/2MPy86Yy9E2...'
  danceability = 0.644
  duration_ms = 266514
  energy = 0.688
  id = '2MPy86Yy9E2YucVBMM4QU2'
  instrumentalness = 0
  key = 0
  liveness = 0.11
  loudness = -3.98
  mode = 0
  speechiness = 0.109
  tempo = 119.716
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/2MPy86Yy9E2YucVBMM4QU2'
  type = 'audio_features'
  uri = 'spotify:track:2MPy86Yy9E2YucVBMM4QU2'
  valence = 0.506",0
Dont,0.754,0.115,413425,0.517,1.87e-06,7,0.109,-9.557,1,0.0283,104.015,4,0.296,"AudioFeatures with fields:
  acousticness = 0.115
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3VlncYlKy4g...'
  danceability = 0.754
  duration_ms = 413425
  energy = 0.517
  id = '3VlncYlKy4gPNJxOS9RXWY'
  instrumentalness = 1.87e-06
  key = 7
  liveness = 0.109
  loudness = -9.557
  mode = 1
  speechiness = 0.0283
  tempo = 104.015
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3VlncYlKy4gPNJxOS9RXWY'
  type = 'audio_features'
  uri = 'spotify:track:3VlncYlKy4gPNJxOS9RXWY'
  valence = 0.296",0
Dont,0.771,0.211,243330,0.911,0.00511,7,0.085,-2.358,1,0.123,135.994,4,0.888,"AudioFeatures with fields:
  acousticness = 0.211
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/67YtuRwdw0f...'
  danceability = 0.771
  duration_ms = 243330
  energy = 0.911
  id = '67YtuRwdw0fIMBiVQdVuPN'
  instrumentalness = 0.00511
  key = 7
  liveness = 0.085
  loudness = -2.358
  mode = 1
  speechiness = 0.123
  tempo = 135.994
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/67YtuRwdw0fIMBiVQdVuPN'
  type = 'audio_features'
  uri = 'spotify:track:67YtuRwdw0fIMBiVQdVuPN'
  valence = 0.888",0
Dont,0.689,0.485,321427,0.805,1.46e-06,4,0.142,-8.496,0,0.058,135.528,4,0.834,"AudioFeatures with fields:
  acousticness = 0.485
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/753hs2hbj4V...'
  danceability = 0.689
  duration_ms = 321427
  energy = 0.805
  id = '753hs2hbj4VLRcFttMAuP3'
  instrumentalness = 1.46e-06
  key = 4
  liveness = 0.142
  loudness = -8.496
  mode = 0
  speechiness = 0.058
  tempo = 135.528
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/753hs2hbj4VLRcFttMAuP3'
  type = 'audio_features'
  uri = 'spotify:track:753hs2hbj4VLRcFttMAuP3'
  valence = 0.834",0
Dont,0.659,0.387,290040,0.614,0.0,2,0.16,-9.86,0,0.051,85.97,4,0.424,"AudioFeatures with fields:
  acousticness = 0.387
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3SAcxuN2pgF...'
  danceability = 0.659
  duration_ms = 290040
  energy = 0.614
  id = '3SAcxuN2pgFsw1ZAzS8asA'
  instrumentalness = 0
  key = 2
  liveness = 0.16
  loudness = -9.86
  mode = 0
  speechiness = 0.051
  tempo = 85.97
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3SAcxuN2pgFsw1ZAzS8asA'
  type = 'audio_features'
  uri = 'spotify:track:3SAcxuN2pgFsw1ZAzS8asA'
  valence = 0.424",0
Dont,0.792,0.105,242800,0.72,1.09e-06,11,0.048,-5.789,0,0.0597,101.257,3,0.609,"AudioFeatures with fields:
  acousticness = 0.105
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/1IN7S56SZNU...'
  danceability = 0.792
  duration_ms = 242800
  energy = 0.72
  id = '1IN7S56SZNUPhWF8FFB62m'
  instrumentalness = 1.09e-06
  key = 11
  liveness = 0.048
  loudness = -5.789
  mode = 0
  speechiness = 0.0597
  tempo = 101.257
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/1IN7S56SZNUPhWF8FFB62m'
  type = 'audio_features'
  uri = 'spotify:track:1IN7S56SZNUPhWF8FFB62m'
  valence = 0.609",0
Dont,0.824,0.121,352960,0.803,0.00336,9,0.107,-8.857,1,0.0813,104.021,4,0.655,"AudioFeatures with fields:
  acousticness = 0.121
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6RVOoKPBN5k...'
  danceability = 0.824
  duration_ms = 352960
  energy = 0.803
  id = '6RVOoKPBN5k6vLdmCXRMmh'
  instrumentalness = 0.00336
  key = 9
  liveness = 0.107
  loudness = -8.857
  mode = 1
  speechiness = 0.0813
  tempo = 104.021
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6RVOoKPBN5k6vLdmCXRMmh'
  type = 'audio_features'
  uri = 'spotify:track:6RVOoKPBN5k6vLdmCXRMmh'
  valence = 0.655",0
Dont,0.734,0.625,281873,0.799,0.0,4,0.389,-5.406,0,0.0979,133.312,4,0.646,"AudioFeatures with fields:
  acousticness = 0.625
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7HpWKpaOBFg...'
  danceability = 0.734
  duration_ms = 281873
  energy = 0.799
  id = '7HpWKpaOBFgs7LYJ09arUW'
  instrumentalness = 0
  key = 4
  liveness = 0.389
  loudness = -5.406
  mode = 0
  speechiness = 0.0979
  tempo = 133.312
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7HpWKpaOBFgs7LYJ09arUW'
  type = 'audio_features'
  uri = 'spotify:track:7HpWKpaOBFgs7LYJ09arUW'
  valence = 0.646",0
Dont,0.84,0.0349,434416,0.48,0.00233,7,0.0833,-14.939,1,0.104,94.957,4,0.498,"AudioFeatures with fields:
  acousticness = 0.0349
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0z3pO5ywiZN...'
  danceability = 0.84
  duration_ms = 434416
  energy = 0.48
  id = '0z3pO5ywiZNbgb60AzfGtX'
  instrumentalness = 0.00233
  key = 7
  liveness = 0.0833
  loudness = -14.939
  mode = 1
  speechiness = 0.104
  tempo = 94.957
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0z3pO5ywiZNbgb60AzfGtX'
  type = 'audio_features'
  uri = 'spotify:track:0z3pO5ywiZNbgb60AzfGtX'
  valence = 0.498",0
Dont,0.649,0.0683,316630,0.719,0.0108,9,0.0851,-6.497,1,0.0499,155.947,4,0.475,"AudioFeatures with fields:
  acousticness = 0.0683
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0V3DjBzOCIH...'
  danceability = 0.649
  duration_ms = 316630
  energy = 0.719
  id = '0V3DjBzOCIHxy4sncBmkuE'
  instrumentalness = 0.0108
  key = 9
  liveness = 0.0851
  loudness = -6.497
  mode = 1
  speechiness = 0.0499
  tempo = 155.947
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0V3DjBzOCIHxy4sncBmkuE'
  type = 'audio_features'
  uri = 'spotify:track:0V3DjBzOCIHxy4sncBmkuE'
  valence = 0.475",0
Dont,0.54,0.0777,251053,0.89,0.00666,11,0.186,-5.832,0,0.112,75.981,4,0.711,"AudioFeatures with fields:
  acousticness = 0.0777
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6mJuch1EL6L...'
  danceability = 0.54
  duration_ms = 251053
  energy = 0.89
  id = '6mJuch1EL6LRzmiPEpNcSe'
  instrumentalness = 0.00666
  key = 11
  liveness = 0.186
  loudness = -5.832
  mode = 0
  speechiness = 0.112
  tempo = 75.981
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6mJuch1EL6LRzmiPEpNcSe'
  type = 'audio_features'
  uri = 'spotify:track:6mJuch1EL6LRzmiPEpNcSe'
  valence = 0.711",0
Dont,0.702,0.096,405603,0.478,1.57e-05,10,0.135,-10.873,1,0.0363,155.997,3,0.901,"AudioFeatures with fields:
  acousticness = 0.096
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6kZHvWMahVr...'
  danceability = 0.702
  duration_ms = 405603
  energy = 0.478
  id = '6kZHvWMahVrokWXqs7CGtM'
  instrumentalness = 1.57e-05
  key = 10
  liveness = 0.135
  loudness = -10.873
  mode = 1
  speechiness = 0.0363
  tempo = 155.997
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/6kZHvWMahVrokWXqs7CGtM'
  type = 'audio_features'
  uri = 'spotify:track:6kZHvWMahVrokWXqs7CGtM'
  valence = 0.901",0
Dont,0.682,0.272,316978,0.647,0.00883,9,0.192,-10.397,0,0.0409,123.972,4,0.405,"AudioFeatures with fields:
  acousticness = 0.272
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7DQWKh1vcX1...'
  danceability = 0.682
  duration_ms = 316978
  energy = 0.647
  id = '7DQWKh1vcX1YJVq7CreRfx'
  instrumentalness = 0.00883
  key = 9
  liveness = 0.192
  loudness = -10.397
  mode = 0
  speechiness = 0.0409
  tempo = 123.972
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7DQWKh1vcX1YJVq7CreRfx'
  type = 'audio_features'
  uri = 'spotify:track:7DQWKh1vcX1YJVq7CreRfx'
  valence = 0.405",0
Rahman and Stuff,0.473,0.699,290000,0.4,1.27e-05,7,0.132,-8.224,1,0.0311,154.04,3,0.259,"AudioFeatures with fields:
  acousticness = 0.699
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7FEWG1bL31Y...'
  danceability = 0.473
  duration_ms = 290000
  energy = 0.4
  id = '7FEWG1bL31YAcnxJQvxJJO'
  instrumentalness = 1.27e-05
  key = 7
  liveness = 0.132
  loudness = -8.224
  mode = 1
  speechiness = 0.0311
  tempo = 154.04
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/7FEWG1bL31YAcnxJQvxJJO'
  type = 'audio_features'
  uri = 'spotify:track:7FEWG1bL31YAcnxJQvxJJO'
  valence = 0.259",1
Rahman and Stuff,0.844,0.00882,405707,0.442,0.000498,9,0.0879,-16.54,1,0.0691,105.986,4,0.436,"AudioFeatures with fields:
  acousticness = 0.00882
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/30yySOIXHZY...'
  danceability = 0.844
  duration_ms = 405707
  energy = 0.442
  id = '30yySOIXHZYx94sLAySy2j'
  instrumentalness = 0.000498
  key = 9
  liveness = 0.0879
  loudness = -16.54
  mode = 1
  speechiness = 0.0691
  tempo = 105.986
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/30yySOIXHZYx94sLAySy2j'
  type = 'audio_features'
  uri = 'spotify:track:30yySOIXHZYx94sLAySy2j'
  valence = 0.436",1
Rahman and Stuff,0.387,0.411,301973,0.519,0.0,2,0.0843,-5.684,1,0.079,45.989,4,0.166,"AudioFeatures with fields:
  acousticness = 0.411
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/1yAzGEbVdyA...'
  danceability = 0.387
  duration_ms = 301973
  energy = 0.519
  id = '1yAzGEbVdyAO1RG5m1KjWJ'
  instrumentalness = 0
  key = 2
  liveness = 0.0843
  loudness = -5.684
  mode = 1
  speechiness = 0.079
  tempo = 45.989
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/1yAzGEbVdyAO1RG5m1KjWJ'
  type = 'audio_features'
  uri = 'spotify:track:1yAzGEbVdyAO1RG5m1KjWJ'
  valence = 0.166",1
Rahman and Stuff,0.832,0.18,211400,0.829,0.000335,10,0.056,-7.236,1,0.0968,120.05,4,0.636,"AudioFeatures with fields:
  acousticness = 0.18
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6l5EnqPcPqQ...'
  danceability = 0.832
  duration_ms = 211400
  energy = 0.829
  id = '6l5EnqPcPqQJluoJaT9z3f'
  instrumentalness = 0.000335
  key = 10
  liveness = 0.056
  loudness = -7.236
  mode = 1
  speechiness = 0.0968
  tempo = 120.05
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6l5EnqPcPqQJluoJaT9z3f'
  type = 'audio_features'
  uri = 'spotify:track:6l5EnqPcPqQJluoJaT9z3f'
  valence = 0.636",1
Rahman and Stuff,0.733,0.816,371440,0.6,8.94e-05,7,0.106,-8.229,1,0.0279,94.003,4,0.86,"AudioFeatures with fields:
  acousticness = 0.816
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/2iXj3eyl9C6...'
  danceability = 0.733
  duration_ms = 371440
  energy = 0.6
  id = '2iXj3eyl9C6ZqCrVC5SJcR'
  instrumentalness = 8.94e-05
  key = 7
  liveness = 0.106
  loudness = -8.229
  mode = 1
  speechiness = 0.0279
  tempo = 94.003
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/2iXj3eyl9C6ZqCrVC5SJcR'
  type = 'audio_features'
  uri = 'spotify:track:2iXj3eyl9C6ZqCrVC5SJcR'
  valence = 0.86",1
Rahman and Stuff,0.775,0.0431,336810,0.666,0.000537,8,0.731,-7.377,1,0.0532,129.988,4,0.762,"AudioFeatures with fields:
  acousticness = 0.0431
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0uEtUhy8xAX...'
  danceability = 0.775
  duration_ms = 336810
  energy = 0.666
  id = '0uEtUhy8xAX1fJFiqNs5sr'
  instrumentalness = 0.000537
  key = 8
  liveness = 0.731
  loudness = -7.377
  mode = 1
  speechiness = 0.0532
  tempo = 129.988
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0uEtUhy8xAX1fJFiqNs5sr'
  type = 'audio_features'
  uri = 'spotify:track:0uEtUhy8xAX1fJFiqNs5sr'
  valence = 0.762",1
Rahman and Stuff,0.58,0.121,390805,0.697,0.000116,4,0.111,-7.387,1,0.0413,120.017,4,0.277,"AudioFeatures with fields:
  acousticness = 0.121
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5SgReZZHzHj...'
  danceability = 0.58
  duration_ms = 390805
  energy = 0.697
  id = '5SgReZZHzHj9mUzJWBBvr4'
  instrumentalness = 0.000116
  key = 4
  liveness = 0.111
  loudness = -7.387
  mode = 1
  speechiness = 0.0413
  tempo = 120.017
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5SgReZZHzHj9mUzJWBBvr4'
  type = 'audio_features'
  uri = 'spotify:track:5SgReZZHzHj9mUzJWBBvr4'
  valence = 0.277",1
Rahman and Stuff,0.705,0.475,291669,0.402,7.86e-05,5,0.0897,-13.675,0,0.0826,81.027,4,0.711,"AudioFeatures with fields:
  acousticness = 0.475
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0vfRg5DMHxy...'
  danceability = 0.705
  duration_ms = 291669
  energy = 0.402
  id = '0vfRg5DMHxy2MIK0EaDMEv'
  instrumentalness = 7.86e-05
  key = 5
  liveness = 0.0897
  loudness = -13.675
  mode = 0
  speechiness = 0.0826
  tempo = 81.027
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/0vfRg5DMHxy2MIK0EaDMEv'
  type = 'audio_features'
  uri = 'spotify:track:0vfRg5DMHxy2MIK0EaDMEv'
  valence = 0.711",1
Rahman and Stuff,0.568,0.0123,205759,0.886,3.4e-05,6,0.361,-7.983,0,0.081,160.054,4,0.846,"AudioFeatures with fields:
  acousticness = 0.0123
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/4mOmWSdTmf6...'
  danceability = 0.568
  duration_ms = 205759
  energy = 0.886
  id = '4mOmWSdTmf6fSAibGWCKp7'
  instrumentalness = 3.4e-05
  key = 6
  liveness = 0.361
  loudness = -7.983
  mode = 0
  speechiness = 0.081
  tempo = 160.054
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/4mOmWSdTmf6fSAibGWCKp7'
  type = 'audio_features'
  uri = 'spotify:track:4mOmWSdTmf6fSAibGWCKp7'
  valence = 0.846",1
Rahman and Stuff,0.474,0.901,365451,0.537,0.196,6,0.112,-12.006,0,0.0337,149.951,1,0.236,"AudioFeatures with fields:
  acousticness = 0.901
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7F81FsjjLnW...'
  danceability = 0.474
  duration_ms = 365451
  energy = 0.537
  id = '7F81FsjjLnWrT2Rp7eYb03'
  instrumentalness = 0.196
  key = 6
  liveness = 0.112
  loudness = -12.006
  mode = 0
  speechiness = 0.0337
  tempo = 149.951
  time_signature = 1
  track_href = 'https://api.spotify.com/v1/tracks/7F81FsjjLnWrT2Rp7eYb03'
  type = 'audio_features'
  uri = 'spotify:track:7F81FsjjLnWrT2Rp7eYb03'
  valence = 0.236",1
Rahman and Stuff,0.592,0.249,287381,0.718,0.751,7,0.144,-11.661,1,0.0325,130.002,4,0.77,"AudioFeatures with fields:
  acousticness = 0.249
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/425eFcx7P9Z...'
  danceability = 0.592
  duration_ms = 287381
  energy = 0.718
  id = '425eFcx7P9ZIrObXXmJRQ4'
  instrumentalness = 0.751
  key = 7
  liveness = 0.144
  loudness = -11.661
  mode = 1
  speechiness = 0.0325
  tempo = 130.002
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/425eFcx7P9ZIrObXXmJRQ4'
  type = 'audio_features'
  uri = 'spotify:track:425eFcx7P9ZIrObXXmJRQ4'
  valence = 0.77",1
Rahman and Stuff,0.607,0.07,193835,0.905,0.00055,9,0.156,-8.72,1,0.0868,79.989,4,0.801,"AudioFeatures with fields:
  acousticness = 0.07
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3KDGOfol2T9...'
  danceability = 0.607
  duration_ms = 193835
  energy = 0.905
  id = '3KDGOfol2T95aQKFp0BcIE'
  instrumentalness = 0.00055
  key = 9
  liveness = 0.156
  loudness = -8.72
  mode = 1
  speechiness = 0.0868
  tempo = 79.989
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3KDGOfol2T95aQKFp0BcIE'
  type = 'audio_features'
  uri = 'spotify:track:3KDGOfol2T95aQKFp0BcIE'
  valence = 0.801",1
Rahman and Stuff,0.37,0.782,354219,0.464,0.176,0,0.121,-12.747,1,0.197,167.529,4,0.375,"AudioFeatures with fields:
  acousticness = 0.782
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6oDHJCgEVvP...'
  danceability = 0.37
  duration_ms = 354219
  energy = 0.464
  id = '6oDHJCgEVvPTtyFcl7jKqQ'
  instrumentalness = 0.176
  key = 0
  liveness = 0.121
  loudness = -12.747
  mode = 1
  speechiness = 0.197
  tempo = 167.529
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6oDHJCgEVvPTtyFcl7jKqQ'
  type = 'audio_features'
  uri = 'spotify:track:6oDHJCgEVvPTtyFcl7jKqQ'
  valence = 0.375",1
Rahman and Stuff,0.543,0.946,192389,0.124,0.0,0,0.126,-13.151,1,0.0338,76.879,4,0.202,"AudioFeatures with fields:
  acousticness = 0.946
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/126RQd1JP3W...'
  danceability = 0.543
  duration_ms = 192389
  energy = 0.124
  id = '126RQd1JP3WIK4b8ebUpF8'
  instrumentalness = 0
  key = 0
  liveness = 0.126
  loudness = -13.151
  mode = 1
  speechiness = 0.0338
  tempo = 76.879
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/126RQd1JP3WIK4b8ebUpF8'
  type = 'audio_features'
  uri = 'spotify:track:126RQd1JP3WIK4b8ebUpF8'
  valence = 0.202",1
Rahman and Stuff,0.579,0.803,239507,0.355,0.0,9,0.043,-9.323,1,0.0253,101.04,4,0.309,"AudioFeatures with fields:
  acousticness = 0.803
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7gwuIhFmNaf...'
  danceability = 0.579
  duration_ms = 239507
  energy = 0.355
  id = '7gwuIhFmNaf3wcRWG1WadD'
  instrumentalness = 0
  key = 9
  liveness = 0.043
  loudness = -9.323
  mode = 1
  speechiness = 0.0253
  tempo = 101.04
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7gwuIhFmNaf3wcRWG1WadD'
  type = 'audio_features'
  uri = 'spotify:track:7gwuIhFmNaf3wcRWG1WadD'
  valence = 0.309",1
Rahman and Stuff,0.805,0.172,303758,0.765,0.284,6,0.0971,-7.39,0,0.0883,119.972,4,0.77,"AudioFeatures with fields:
  acousticness = 0.172
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3oXzHk3PrHO...'
  danceability = 0.805
  duration_ms = 303758
  energy = 0.765
  id = '3oXzHk3PrHOVEX21RRfELC'
  instrumentalness = 0.284
  key = 6
  liveness = 0.0971
  loudness = -7.39
  mode = 0
  speechiness = 0.0883
  tempo = 119.972
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3oXzHk3PrHOVEX21RRfELC'
  type = 'audio_features'
  uri = 'spotify:track:3oXzHk3PrHOVEX21RRfELC'
  valence = 0.77",1
Rahman and Stuff,0.818,0.0531,278827,0.75,0.000318,0,0.573,-6.336,1,0.21,100.996,4,0.752,"AudioFeatures with fields:
  acousticness = 0.0531
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3hHFVG2vcNf...'
  danceability = 0.818
  duration_ms = 278827
  energy = 0.75
  id = '3hHFVG2vcNfooKXgfLgCWd'
  instrumentalness = 0.000318
  key = 0
  liveness = 0.573
  loudness = -6.336
  mode = 1
  speechiness = 0.21
  tempo = 100.996
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3hHFVG2vcNfooKXgfLgCWd'
  type = 'audio_features'
  uri = 'spotify:track:3hHFVG2vcNfooKXgfLgCWd'
  valence = 0.752",1
Rahman and Stuff,0.582,0.108,268056,0.748,0.0,9,0.0909,-6.029,0,0.0349,98.228,3,0.148,"AudioFeatures with fields:
  acousticness = 0.108
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6wBXSf1chpn...'
  danceability = 0.582
  duration_ms = 268056
  energy = 0.748
  id = '6wBXSf1chpnyXGOSvANs0a'
  instrumentalness = 0
  key = 9
  liveness = 0.0909
  loudness = -6.029
  mode = 0
  speechiness = 0.0349
  tempo = 98.228
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/6wBXSf1chpnyXGOSvANs0a'
  type = 'audio_features'
  uri = 'spotify:track:6wBXSf1chpnyXGOSvANs0a'
  valence = 0.148",1
Rahman and Stuff,0.609,0.245,356942,0.759,2.84e-05,10,0.207,-9.422,0,0.0336,141.126,4,0.802,"AudioFeatures with fields:
  acousticness = 0.245
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/6vZj02bcQqL...'
  danceability = 0.609
  duration_ms = 356942
  energy = 0.759
  id = '6vZj02bcQqLTYRAi4jRkw7'
  instrumentalness = 2.84e-05
  key = 10
  liveness = 0.207
  loudness = -9.422
  mode = 0
  speechiness = 0.0336
  tempo = 141.126
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/6vZj02bcQqLTYRAi4jRkw7'
  type = 'audio_features'
  uri = 'spotify:track:6vZj02bcQqLTYRAi4jRkw7'
  valence = 0.802",1
Rahman and Stuff,0.647,0.509,313533,0.389,7.8e-06,5,0.103,-10.35,1,0.0336,134.976,3,0.436,"AudioFeatures with fields:
  acousticness = 0.509
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5KJSI1MjQeX...'
  danceability = 0.647
  duration_ms = 313533
  energy = 0.389
  id = '5KJSI1MjQeXEBHBYMjgP41'
  instrumentalness = 7.8e-06
  key = 5
  liveness = 0.103
  loudness = -10.35
  mode = 1
  speechiness = 0.0336
  tempo = 134.976
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/5KJSI1MjQeXEBHBYMjgP41'
  type = 'audio_features'
  uri = 'spotify:track:5KJSI1MjQeXEBHBYMjgP41'
  valence = 0.436",1
Rahman and Stuff,0.582,0.166,330547,0.812,0.00162,7,0.0407,-6.147,1,0.0418,86.051,4,0.7,"AudioFeatures with fields:
  acousticness = 0.166
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/3l7JaDIJmWM...'
  danceability = 0.582
  duration_ms = 330547
  energy = 0.812
  id = '3l7JaDIJmWMpvcJqhTJjrk'
  instrumentalness = 0.00162
  key = 7
  liveness = 0.0407
  loudness = -6.147
  mode = 1
  speechiness = 0.0418
  tempo = 86.051
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/3l7JaDIJmWMpvcJqhTJjrk'
  type = 'audio_features'
  uri = 'spotify:track:3l7JaDIJmWMpvcJqhTJjrk'
  valence = 0.7",1
Rahman and Stuff,0.389,0.7,416320,0.485,3.28e-05,3,0.122,-8.961,1,0.0348,175.991,4,0.249,"AudioFeatures with fields:
  acousticness = 0.7
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/7mMkw0JFKny...'
  danceability = 0.389
  duration_ms = 416320
  energy = 0.485
  id = '7mMkw0JFKnyMS6oGRT6b3O'
  instrumentalness = 3.28e-05
  key = 3
  liveness = 0.122
  loudness = -8.961
  mode = 1
  speechiness = 0.0348
  tempo = 175.991
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/7mMkw0JFKnyMS6oGRT6b3O'
  type = 'audio_features'
  uri = 'spotify:track:7mMkw0JFKnyMS6oGRT6b3O'
  valence = 0.249",1
Rahman and Stuff,0.515,0.464,274678,0.766,3.12e-06,4,0.136,-7.291,0,0.0941,112.466,3,0.346,"AudioFeatures with fields:
  acousticness = 0.464
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/0veda7gIbSc...'
  danceability = 0.515
  duration_ms = 274678
  energy = 0.766
  id = '0veda7gIbScyRAp2fWjDQh'
  instrumentalness = 3.12e-06
  key = 4
  liveness = 0.136
  loudness = -7.291
  mode = 0
  speechiness = 0.0941
  tempo = 112.466
  time_signature = 3
  track_href = 'https://api.spotify.com/v1/tracks/0veda7gIbScyRAp2fWjDQh'
  type = 'audio_features'
  uri = 'spotify:track:0veda7gIbScyRAp2fWjDQh'
  valence = 0.346",1
Rahman and Stuff,0.674,0.3,366507,0.663,2.96e-06,5,0.101,-8.886,1,0.0619,92.997,4,0.287,"AudioFeatures with fields:
  acousticness = 0.3
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5jOi67yXzjp...'
  danceability = 0.674
  duration_ms = 366507
  energy = 0.663
  id = '5jOi67yXzjpMdl6KFNWSIe'
  instrumentalness = 2.96e-06
  key = 5
  liveness = 0.101
  loudness = -8.886
  mode = 1
  speechiness = 0.0619
  tempo = 92.997
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5jOi67yXzjpMdl6KFNWSIe'
  type = 'audio_features'
  uri = 'spotify:track:5jOi67yXzjpMdl6KFNWSIe'
  valence = 0.287",1
Rahman and Stuff,0.678,0.446,308162,0.776,0.0,2,0.127,-5.827,1,0.0828,85.942,4,0.625,"AudioFeatures with fields:
  acousticness = 0.446
  analysis_url = 'https://api.spotify.com/v1/audio-analysis/5Nuv6312Xkk...'
  danceability = 0.678
  duration_ms = 308162
  energy = 0.776
  id = '5Nuv6312XkkZd82AnnSc9g'
  instrumentalness = 0
  key = 2
  liveness = 0.127
  loudness = -5.827
  mode = 1
  speechiness = 0.0828
  tempo = 85.942
  time_signature = 4
  track_href = 'https://api.spotify.com/v1/tracks/5Nuv6312XkkZd82AnnSc9g'
  type = 'audio_features'
  uri = 'spotify:track:5Nuv6312XkkZd82AnnSc9g'
  valence = 0.625",1
